,PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
4910,112814,Greece,Greece,Germany,Germany,Greece,Greece,Germany,Female,30-49
4911,112815,Greece,Greece,Great Britain/United Kingdom,Lithuania,Netherlands,Greece,Sweden,Male,50-64
4912,112816,Greece,Greece,Don't know,Germany,Greece,Greece,France,Male,65+
4913,112817,Greece,Greece,Lithuania,Germany,Greece,Greece,Ireland,Male,50-64
4914,112818,Greece,Greece,Poland,Don't know,Don't know,Greece,Germany,Male,50-64
4915,112819,Greece,Greece,Germany,Germany,Greece,Greece,Germany,Male,50-64
4916,112820,Greece,None,None,Germany,Greece,Greece,Germany,Female,65+
4917,112821,Greece,Italy,Don't know,Greece,Italy,Greece,Germany,Female,18-29
4918,112822,Greece,None,France,Great Britain/United Kingdom,Sweden,Italy,Great Britain/United Kingdom,Female,18-29
4919,112823,Greece,Ireland,Spain,Great Britain/United Kingdom,France,Sweden,Germany,Male,18-29
4920,112824,Greece,Spain,Great Britain/United Kingdom,Great Britain/United Kingdom,Portugal,Italy,Germany,Male,30-49
4921,112825,Greece,Cyprus,Bulgaria,France,Greece,Italy,Germany,Male,50-64
4922,112826,Greece,France,Germany,Great Britain/United Kingdom,Greece,Greece,Germany,Male,65+
4923,112827,Greece,Don't know,None,Great Britain/United Kingdom,Romania,Italy,Germany,Male,50-64
4924,112828,Greece,Netherlands,Greece,Great Britain/United Kingdom,Italy,Greece,Germany,Male,18-29
4925,112829,Greece,Germany,Greece,Greece,Germany,None,Poland,Male,50-64
4926,112830,Greece,Ireland,Great Britain/United Kingdom,Great Britain/United Kingdom,Finland,Portugal,Germany,Male,30-49
4927,112831,Greece,Cyprus,Bulgaria,Great Britain/United Kingdom,Italy,Spain,Germany,Female,30-49
4928,112832,Greece,Germany,Bulgaria,Germany,Italy,Greece,Germany,Female,65+
4929,112833,Greece,None,Bulgaria,Great Britain/United Kingdom,Greece,Greece,Bulgaria,Female,65+
4930,112834,Greece,None,Great Britain/United Kingdom,France,Italy,Greece,Germany,Female,30-49
4931,112835,Greece,None,Romania,Germany,Sweden,None,Germany,Female,18-29
4932,112836,Greece,Germany,Greece,Greece,Sweden,Greece,Netherlands,Male,50-64
4933,112837,Greece,Don't know,Greece,Germany,Greece,Greece,Germany,Female,50-64
4934,112838,Greece,Austria,Germany,Germany,Greece,Greece,Germany,Male,30-49
4935,112839,Greece,Don't know,Germany,Greece,Italy,Greece,Germany,Male,50-64
4936,112840,Greece,France,Germany,Germany,Italy,Greece,Germany,Female,30-49
4937,112841,Greece,Greece,Bulgaria,Italy,Greece,Greece,Germany,Male,65+
4938,112842,Greece,Don't know,Bulgaria,Greece,France,Greece,Germany,Male,18-29
4939,112843,Greece,Greece,Germany,Germany,Greece,Greece,Germany,Female,50-64
4940,112844,Greece,Don't know,Don't know,Don't know,Don't know,Greece,Germany,Male,65+
4941,112845,Greece,Cyprus,Germany,Germany,Estonia,Greece,Great Britain/United Kingdom,Male,50-64
4942,112846,Greece,None,None,Don't know,Don't know,Greece,Germany,Female,50-64
4943,112847,Greece,Greece,Germany,France,Greece,Italy,Denmark,Male,65+
4944,112848,Greece,None,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
4945,112849,Greece,Great Britain/United Kingdom,Italy,Germany,Greece,Greece,Germany,Female,30-49
4946,112850,Greece,Belgium,Czech Republic,Germany,Greece,Greece,Austria,Female,30-49
4947,112851,Greece,Greece,Italy,Germany,Cyprus,Greece,Austria,Female,65+
4948,112852,Greece,France,Germany,Germany,France,France,Germany,Female,50-64
4949,112853,Greece,Greece,Bulgaria,Great Britain/United Kingdom,Greece,Greece,Germany,Female,50-64
4950,112854,Greece,None,None,None,None,None,None,Female,65+
4951,112855,Greece,Finland,Italy,Don't know,Don't know,None,None,Male,50-64
4952,112856,Greece,France,Italy,Great Britain/United Kingdom,Germany,Greece,Germany,Female,65+
4953,112857,Greece,Greece,Great Britain/United Kingdom,France,Greece,Greece,Sweden,Female,30-49
4954,112858,Greece,Greece,Latvia,Germany,Greece,Greece,Germany,Female,30-49
4955,112859,Greece,Sweden,Italy,France,Greece,Greece,Germany,Female,50-64
4956,112860,Greece,Greece,Italy,Germany,Greece,Greece,Great Britain/United Kingdom,Male,30-49
4957,112861,Greece,Germany,Greece,Greece,Germany,Greece,Germany,Female,30-49
4958,112862,Greece,Germany,Greece,Greece,Germany,Greece,Germany,Female,30-49
4959,112863,Greece,Germany,Greece,Germany,Greece,Greece,Germany,Male,30-49
4960,112864,Greece,Greece,Germany,Germany,Greece,Greece,Germany,Female,65+
4961,112865,Greece,None,Germany,Germany,Greece,Greece,Germany,Female,30-49
4962,112866,Greece,Germany,Greece,Greece,Germany,Greece,Germany,Female,65+
4963,112867,Greece,France,Spain,Great Britain/United Kingdom,Italy,Greece,Portugal,Female,30-49
4964,112868,Greece,France,Greece,Greece,Italy,Greece,Germany,Female,30-49
4965,112869,Greece,Germany,Bulgaria,Greece,Don't know,Greece,Germany,Female,18-29
4966,112870,Greece,Germany,Greece,Greece,Germany,Greece,Germany,Female,30-49
4967,112871,Greece,Greece,Germany,Germany,Greece,Greece,Germany,Male,18-29
4968,112872,Greece,Germany,Greece,Germany,Greece,Greece,Germany,Male,18-29
4969,112873,Greece,Greece,Germany,Germany,Greece,Greece,Germany,Female,18-29
4970,112874,Greece,Greece,Bulgaria,Germany,Greece,Greece,Germany,Female,50-64
4971,112875,Greece,Greece,Germany,Germany,Greece,Greece,Germany,Female,18-29
4972,112876,Greece,Germany,Bulgaria,Germany,Greece,Greece,Germany,Female,30-49
4973,112877,Greece,Spain,Germany,Germany,Greece,Italy,Portugal,Male,30-49
4974,112878,Greece,Spain,Germany,Germany,France,Greece,Germany,Female,30-49
4975,112879,Greece,Spain,Great Britain/United Kingdom,Germany,France,Greece,Great Britain/United Kingdom,Male,65+
4976,112880,Greece,France,Germany,Italy,Spain,Greece,Germany,Male,30-49
4977,112881,Greece,Sweden,Italy,Germany,France,Greece,Germany,Female,30-49
4978,112882,Greece,Germany,Belgium,Great Britain/United Kingdom,Greece,Greece,Germany,Male,30-49
4979,112883,Greece,Spain,Germany,Germany,France,Greece,Netherlands,Male,65+
4980,112884,Greece,Spain,Luxembourg,Great Britain/United Kingdom,Italy,Italy,Great Britain/United Kingdom,Female,65+
4981,112885,Greece,Greece,Germany,Germany,Greece,Greece,Germany,Female,30-49
4982,112886,Greece,Great Britain/United Kingdom,Bulgaria,Italy,Great Britain/United Kingdom,Great Britain/United Kingdom,Germany,Female,30-49
4983,112887,Greece,None,Germany,Germany,Sweden,Greece,Germany,Male,30-49
4984,112888,Greece,France,Germany,Great Britain/United Kingdom,Greece,Greece,Germany,Female,18-29
4985,112889,Greece,Great Britain/United Kingdom,Italy,Italy,Greece,Greece,Germany,Female,18-29
4986,112890,Greece,Great Britain/United Kingdom,Germany,France,Great Britain/United Kingdom,Greece,France,Female,18-29
4987,112891,Greece,Spain,Bulgaria,Great Britain/United Kingdom,Italy,Greece,Austria,Female,30-49
4988,112892,Greece,Portugal,Finland,France,Great Britain/United Kingdom,Cyprus,Germany,Female,18-29
4989,112893,Greece,Austria,Greece,France,Sweden,Greece,None,Female,50-64
4990,112894,Greece,Germany,None,France,Greece,Greece,Germany,Female,65+
4991,112895,Greece,Great Britain/United Kingdom,None,Great Britain/United Kingdom,Refused,Greece,None,Male,50-64
4992,112896,Greece,Germany,Greece,Great Britain/United Kingdom,Spain,Greece,Great Britain/United Kingdom,Male,30-49
4993,112897,Greece,Great Britain/United Kingdom,Greece,France,None,Greece,Germany,Female,18-29
4994,112898,Greece,Greece,Don't know,Great Britain/United Kingdom,Spain,Greece,Italy,Male,30-49
4995,112899,Greece,Germany,Italy,Don't know,Greece,Greece,Germany,Female,30-49
4996,112900,Greece,Don't know,Bulgaria,Germany,Poland,Greece,Great Britain/United Kingdom,Female,18-29
4997,112901,Greece,Cyprus,Ireland,Germany,France,Italy,Greece,Female,30-49
4998,112902,Greece,Don't know,Germany,Great Britain/United Kingdom,Belgium,Romania,Sweden,Female,65+
4999,112903,Greece,Hungary,Luxembourg,Great Britain/United Kingdom,France,Spain,Denmark,Female,18-29
5000,112904,Greece,Italy,Don't know,Netherlands,Germany,None,None,Female,65+
5001,112905,Greece,Hungary,Denmark,Germany,Belgium,Cyprus,Greece,Female,18-29
5002,112906,Greece,Cyprus,Greece,Italy,France,Greece,Cyprus,Female,65+
5003,112907,Greece,None,Italy,Germany,Great Britain/United Kingdom,None,Spain,Female,18-29
5004,112908,Greece,Spain,Ireland,Great Britain/United Kingdom,Germany,Cyprus,None,Male,18-29
5005,112909,Greece,Greece,Sweden,France,Germany,Cyprus,Bulgaria,Female,18-29
5006,112910,Greece,Spain,France,Romania,Poland,Cyprus,Ireland,Female,50-64
5007,112911,Greece,France,Austria,Netherlands,Italy,None,Cyprus,Female,65+
5008,112912,Greece,Cyprus,Germany,Great Britain/United Kingdom,Germany,None,Don't know,Male,65+
5009,112913,Greece,None,Netherlands,Germany,Great Britain/United Kingdom,Italy,Belgium,Female,18-29
5010,112914,Greece,Ireland,Bulgaria,Great Britain/United Kingdom,France,Spain,Cyprus,Female,30-49
5011,112915,Greece,Spain,Greece,Germany,France,None,None,Male,30-49
5012,112916,Greece,Italy,Great Britain/United Kingdom,Germany,Belgium,Portugal,Czech Republic,Female,65+
5013,112917,Greece,Spain,France,Germany,Netherlands,Greece,Belgium,Male,65+
5014,112918,Greece,Cyprus,Czech Republic,Germany,France,Spain,Ireland,Male,50-64
5015,112919,Greece,Greece,Italy,Great Britain/United Kingdom,Germany,Hungary,Czech Republic,Female,30-49
5016,112920,Greece,Don't know,Netherlands,None,None,Greece,France,Female,50-64
5017,112921,Greece,Greece,Cyprus,Germany,Poland,Italy,Austria,Female,18-29
5018,112922,Greece,Greece,Cyprus,Hungary,Denmark,Greece,Italy,Female,30-49
5019,112923,Greece,None,Spain,Italy,France,None,Germany,Female,30-49
5020,112924,Greece,None,None,Belgium,Great Britain/United Kingdom,Greece,Don't know,Male,18-29
5021,112925,Greece,Sweden,Bulgaria,Great Britain/United Kingdom,Estonia,Cyprus,Netherlands,Female,18-29
5022,112926,Greece,Luxembourg,Germany,Germany,Malta,Denmark,None,Male,18-29
5023,112927,Greece,Austria,Czech Republic,Germany,Romania,Bulgaria,Germany,Male,18-29
5024,112928,Greece,Belgium,Italy,Germany,France,Spain,Germany,Female,30-49
5025,112929,Greece,Sweden,Great Britain/United Kingdom,Germany,Netherlands,Spain,Lithuania,Male,18-29
5026,112930,Greece,Finland,Greece,Great Britain/United Kingdom,Ireland,Italy,Germany,Female,65+
5027,112931,Greece,Sweden,Germany,Great Britain/United Kingdom,Portugal,France,Spain,Male,18-29
5028,112932,Greece,Luxembourg,Romania,Great Britain/United Kingdom,Spain,Italy,France,Male,18-29
5029,112933,Greece,Spain,Great Britain/United Kingdom,Germany,Italy,Bulgaria,Netherlands,Female,30-49
5030,112934,Greece,France,Germany,Germany,Hungary,Greece,Germany,Female,65+
5031,112935,Greece,Finland,Germany,Germany,Greece,Greece,Germany,Male,18-29
5032,112936,Greece,Sweden,Bulgaria,Germany,Czech Republic,Portugal,France,Female,30-49
5033,112937,Greece,Italy,Netherlands,France,Spain,Greece,Great Britain/United Kingdom,Male,50-64
5034,112938,Greece,Austria,Great Britain/United Kingdom,Germany,Italy,Portugal,Italy,Female,30-49
5035,112939,Greece,Italy,Germany,Sweden,France,Bulgaria,Netherlands,Female,50-64
5036,112940,Greece,France,Greece,Great Britain/United Kingdom,Poland,Spain,Germany,Male,50-64
5037,112941,Greece,Germany,France,Germany,Greece,Greece,Germany,Female,30-49
5038,112942,Greece,Malta,Italy,Germany,France,Greece,Germany,Female,50-64
5039,112943,Greece,Greece,Great Britain/United Kingdom,Belgium,Cyprus,Greece,Germany,Male,50-64
5040,112944,Greece,Great Britain/United Kingdom,Germany,France,Ireland,Greece,Germany,Female,30-49
5041,112945,Greece,Germany,Greece,Austria,Great Britain/United Kingdom,Greece,France,Female,50-64
5042,112946,Greece,Poland,Germany,Great Britain/United Kingdom,Greece,Greece,Germany,Male,30-49
5043,112947,Greece,Greece,Germany,Great Britain/United Kingdom,Greece,Greece,Germany,Male,18-29
5044,112948,Greece,Cyprus,Germany,Austria,Italy,Greece,Great Britain/United Kingdom,Female,65+
5045,112949,Greece,Germany,Great Britain/United Kingdom,France,Austria,Greece,Germany,Male,50-64
5046,112950,Greece,Poland,France,Denmark,Bulgaria,Greece,Germany,Female,30-49
5047,112951,Greece,Great Britain/United Kingdom,Germany,France,Cyprus,Greece,Germany,Male,30-49
5048,112952,Greece,Greece,France,France,Germany,Greece,Great Britain/United Kingdom,Male,65+
5049,112953,Greece,Greece,Germany,France,Estonia,Greece,Great Britain/United Kingdom,Male,30-49
5050,112954,Greece,Greece,Germany,Germany,Hungary,Greece,Germany,Male,30-49
5051,112955,Greece,Great Britain/United Kingdom,Greece,France,Italy,Greece,Germany,Male,18-29
5052,112956,Greece,Greece,France,Germany,Great Britain/United Kingdom,Greece,Germany,Male,30-49
5053,112957,Greece,France,Bulgaria,Germany,Italy,Spain,Germany,Male,65+
5054,112958,Greece,Sweden,Italy,Germany,Spain,Greece,Germany,Male,18-29
5055,112959,Greece,Netherlands,Greece,Germany,Spain,Greece,Germany,Female,18-29
5056,112960,Greece,Ireland,Spain,Germany,Bulgaria,Ireland,Germany,Female,18-29
5057,112961,Greece,France,Romania,Germany,Greece,Greece,Great Britain/United Kingdom,Female,65+
5058,112962,Greece,Belgium,Italy,Italy,Belgium,Sweden,Germany,Female,18-29
5059,112963,Greece,Austria,Germany,Germany,France,Greece,Germany,Male,18-29
5060,112964,Greece,Italy,Belgium,Germany,Lithuania,Spain,Germany,Male,18-29
5061,112965,Greece,Belgium,Bulgaria,Sweden,Greece,Greece,Germany,Male,65+
5062,112966,Greece,Sweden,Romania,Netherlands,Italy,Greece,Germany,Female,30-49
5063,112967,Greece,Bulgaria,Poland,Greece,Bulgaria,Spain,Germany,Female,50-64
5064,112968,Greece,Belgium,Germany,Great Britain/United Kingdom,Spain,Spain,Germany,Female,30-49
5065,112969,Greece,France,Germany,Luxembourg,Spain,France,Germany,Female,50-64
5066,112970,Greece,Great Britain/United Kingdom,Italy,Austria,Spain,France,Germany,Female,65+
5067,112971,Greece,Austria,Bulgaria,Germany,France,Greece,Netherlands,Female,65+
5068,112972,Greece,Sweden,Germany,Germany,France,Greece,Netherlands,Male,65+
5069,112973,Greece,France,Germany,Germany,None,Czech Republic,Germany,Female,18-29
5070,112974,Greece,Netherlands,Germany,Great Britain/United Kingdom,Germany,Italy,Bulgaria,Female,30-49
5071,112975,Greece,Sweden,Bulgaria,Germany,Netherlands,Greece,Germany,Male,65+
5072,112976,Greece,Germany,Greece,France,Austria,Cyprus,Great Britain/United Kingdom,Male,30-49
5073,112977,Greece,Greece,Great Britain/United Kingdom,Great Britain/United Kingdom,Greece,Greece,Great Britain/United Kingdom,Male,65+
5074,112978,Greece,Greece,None,Great Britain/United Kingdom,Greece,Greece,Great Britain/United Kingdom,Male,30-49
5075,112979,Greece,Germany,None,France,Greece,Greece,Great Britain/United Kingdom,Male,18-29
5076,112980,Greece,Germany,Greece,Greece,Germany,Greece,Don't know,Male,30-49
5077,112981,Greece,Sweden,Bulgaria,Germany,Poland,Greece,Germany,Female,30-49
5078,112982,Greece,Germany,Don't know,Don't know,Don't know,Don't know,Germany,Female,30-49
5079,112983,Greece,Greece,Bulgaria,Don't know,Don't know,Greece,Great Britain/United Kingdom,Female,50-64
5080,112984,Greece,Sweden,Germany,Germany,Italy,Greece,Germany,Male,50-64
5081,112985,Greece,Germany,Greece,Italy,Germany,Greece,Germany,Female,65+
5082,112986,Greece,Greece,Don't know,Don't know,Don't know,Greece,Germany,Female,50-64
5083,112987,Greece,Spain,None,Germany,Cyprus,Greece,Great Britain/United Kingdom,Male,50-64
5084,112988,Greece,Great Britain/United Kingdom,Don't know,Germany,Greece,Don't know,None,Male,18-29
5085,112989,Greece,Germany,Don't know,Don't know,Don't know,Greece,Don't know,Female,65+
5086,112990,Greece,Germany,Portugal,Great Britain/United Kingdom,Italy,Greece,Germany,Male,50-64
5087,112991,Greece,Greece,Slovakia,Germany,Don't know,Greece,Germany,Male,30-49
5088,112992,Greece,Greece,Great Britain/United Kingdom,Germany,Greece,Greece,Germany,Male,30-49
5089,112993,Greece,Sweden,Great Britain/United Kingdom,Germany,Italy,Greece,Germany,Female,30-49
5090,112994,Greece,Greece,Great Britain/United Kingdom,Germany,France,Spain,Germany,Female,50-64
5091,112995,Greece,Belgium,Great Britain/United Kingdom,Germany,France,Greece,Germany,Male,30-49
5092,112996,Greece,Sweden,Don't know,Germany,Don't know,Greece,Germany,Female,65+
5093,112997,Greece,Great Britain/United Kingdom,Germany,Great Britain/United Kingdom,Greece,Greece,Germany,Male,50-64
5094,112998,Greece,Italy,Germany,Great Britain/United Kingdom,Cyprus,Cyprus,Germany,Female,18-29
5095,112999,Greece,Cyprus,Germany,Germany,Cyprus,Cyprus,Germany,Male,50-64
5096,113000,Greece,Cyprus,Germany,Germany,Cyprus,Cyprus,Germany,Male,18-29
5097,113001,Greece,Cyprus,Germany,Great Britain/United Kingdom,Italy,Cyprus,Germany,Male,30-49
5098,113002,Greece,Cyprus,Germany,Great Britain/United Kingdom,Cyprus,Cyprus,Great Britain/United Kingdom,Male,18-29
5099,113003,Greece,Greece,Germany,Great Britain/United Kingdom,France,Greece,Germany,Female,18-29
5100,113004,Greece,Greece,Germany,Great Britain/United Kingdom,Italy,Cyprus,Germany,Male,18-29
5101,113005,Greece,Great Britain/United Kingdom,Denmark,Germany,Italy,Greece,Germany,Female,30-49
5102,113006,Greece,Belgium,Germany,Germany,Greece,Greece,Germany,Male,30-49
5103,113007,Greece,Cyprus,Luxembourg,Belgium,France,Greece,Germany,Female,65+
5104,113008,Greece,None,Great Britain/United Kingdom,Germany,Greece,Greece,Bulgaria,Female,65+
5105,113009,Greece,France,Great Britain/United Kingdom,Germany,Netherlands,Greece,Germany,Female,50-64
5106,113010,Greece,Germany,Greece,Great Britain/United Kingdom,Cyprus,Cyprus,Luxembourg,Male,18-29
5107,113011,Greece,Bulgaria,Greece,Germany,Great Britain/United Kingdom,Bulgaria,Germany,Female,50-64
5108,113012,Greece,None,Germany,Germany,Greece,Great Britain/United Kingdom,Germany,Female,30-49
5109,113013,Greece,Great Britain/United Kingdom,Bulgaria,Belgium,Italy,Great Britain/United Kingdom,Luxembourg,Male,50-64
