PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
105996,Spain,Germany,Italy,France,Don't know,Spain,Finland,Female,55
105997,Spain,France,Don't know,Great Britain/United Kingdom,Luxembourg,Spain,Germany,Male,49
105998,Spain,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Male,36
105999,Spain,France,Romania,Italy,Portugal,Spain,Germany,Female,41
106000,Spain,France,Greece,Italy,Portugal,Spain,Germany,Female,46
106001,Spain,Don't know,Don't know,Italy,Don't know,Don't know,Don't know,Female,43
106002,Spain,None,Spain,Don't know,Don't know,Don't know,Don't know,Female,25
106003,Spain,France,Germany,Germany,Spain,France,Germany,Female,60
106004,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,50
106005,Spain,Don't know,Don't know,France,Spain,Spain,Don't know,Female,55
106006,Spain,Germany,Italy,France,Spain,Spain,Great Britain/United Kingdom,Female,77
106007,Spain,None,None,France,Portugal,Spain,France,Female,42
106008,Spain,France,Italy,Italy,Portugal,Spain,Finland,Male,37
106009,Spain,Sweden,Don't know,Germany,Spain,Spain,Don't know,Female,51
106010,Spain,Don't know,Spain,Spain,Don't know,Spain,Don't know,Female,33
106011,Spain,None,Germany,Germany,Greece,France,Germany,Male,30
106012,Spain,Denmark,Romania,Germany,Lithuania,None,Great Britain/United Kingdom,Female,62
106013,Spain,Germany,Italy,Great Britain/United Kingdom,Portugal,Spain,Germany,Male,62
106014,Spain,Germany,Greece,Spain,Germany,Spain,Finland,Female,34
106015,Spain,Great Britain/United Kingdom,Romania,Italy,France,France,Great Britain/United Kingdom,Male,26
106016,Spain,Luxembourg,Italy,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Female,60
106017,Spain,Germany,Great Britain/United Kingdom,France,Italy,Portugal,Germany,Female,62
106018,Spain,Don't know,None,Don't know,Don't know,None,None,Female,27
106019,Spain,Germany,Spain,France,Don't know,Don't know,Don't know,Male,60
106020,Spain,Germany,Italy,France,Spain,Netherlands,Italy,Female,34
106021,Spain,Refused,Refused,France,Austria,Portugal,Germany,Female,40
106022,Spain,None,Spain,France,Romania,None,None,Male,54
106023,Spain,France,Greece,Germany,Spain,None,None,Female,52
106024,Spain,Austria,Romania,Great Britain/United Kingdom,Italy,None,Sweden,Male,42
106025,Spain,Germany,Greece,France,Belgium,Spain,Germany,Male,56
106026,Spain,None,Germany,Great Britain/United Kingdom,Spain,Italy,Germany,Male,53
106027,Spain,Spain,Italy,France,Germany,Don't know,Don't know,Female,52
106028,Spain,Germany,Spain,Germany,France,Don't know,Spain,Female,29
106029,Spain,Spain,Romania,France,Spain,Don't know,Don't know,Male,38
106030,Spain,France,Germany,Great Britain/United Kingdom,Ireland,Belgium,Germany,Female,47
106031,Spain,France,Spain,Germany,Greece,Don't know,Greece,Female,62
106032,Spain,Spain,Germany,Great Britain/United Kingdom,Sweden,Spain,France,Male,46
106033,Spain,Don't know,Refused,Great Britain/United Kingdom,Spain,Italy,France,Female,74
106034,Spain,Great Britain/United Kingdom,Italy,Germany,Sweden,Don't know,Germany,Male,46
106035,Spain,Germany,Italy,France,Spain,Spain,Great Britain/United Kingdom,Male,60
106036,Spain,Finland,Romania,France,Portugal,Greece,France,Female,29
106037,Spain,None,Don't know,None,Don't know,None,None,Male,45
106038,Spain,Germany,Romania,France,Spain,Spain,France,Male,28
106039,Spain,Don't know,Don't know,Germany,Netherlands,Spain,Don't know,Female,82
106040,Spain,Spain,Great Britain/United Kingdom,Great Britain/United Kingdom,Spain,Italy,Great Britain/United Kingdom,Male,55
106041,Spain,Germany,Portugal,France,Greece,Netherlands,Finland,Male,18
106042,Spain,None,Greece,France,Don't know,Germany,Great Britain/United Kingdom,Male,34
106043,Spain,Sweden,Greece,Germany,Portugal,Denmark,Netherlands,Male,54
106044,Spain,Finland,Romania,Germany,Spain,France,Germany,Male,58
106045,Spain,Spain,France,Germany,Don't know,Refused,Refused,Female,23
106046,Spain,None,Don't know,Germany,Don't know,Spain,Germany,Female,56
106047,Spain,Refused,Germany,Germany,Greece,Spain,Germany,Female,58
106048,Spain,Italy,Great Britain/United Kingdom,Germany,Spain,None,Great Britain/United Kingdom,Female,86
106049,Spain,Germany,Italy,Italy,Portugal,None,Great Britain/United Kingdom,Male,54
106050,Spain,Sweden,Greece,Italy,Germany,Netherlands,Great Britain/United Kingdom,Male,69
106051,Spain,Germany,Italy,Great Britain/United Kingdom,Portugal,Refused,Great Britain/United Kingdom,Male,70
106052,Spain,France,Germany,Germany,France,France,Germany,Male,27
106053,Spain,Sweden,Don't know,Germany,Portugal,Don't know,Germany,Female,65
106054,Spain,Don't know,Greece,Don't know,Don't know,Don't know,Don't know,Male,19
106055,Spain,Sweden,Greece,France,Spain,Portugal,France,Female,27
106056,Spain,Germany,Greece,Don't know,Don't know,Don't know,Don't know,Female,76
106057,Spain,Germany,Spain,Netherlands,Spain,France,Germany,Female,51
106058,Spain,Netherlands,Sweden,Germany,Spain,France,Great Britain/United Kingdom,Male,30
106059,Spain,Spain,France,France,Italy,Spain,Don't know,Female,37
106060,Spain,Great Britain/United Kingdom,Don't know,Germany,Great Britain/United Kingdom,Don't know,Don't know,Female,21
106061,Spain,Don't know,Greece,Spain,Belgium,Don't know,Germany,Female,25
106062,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,19
106063,Spain,Don't know,Germany,France,Don't know,Don't know,France,Female,22
106064,Spain,Refused,Greece,France,Portugal,Spain,Don't know,Male,45
106065,Spain,None,Refused,Don't know,Spain,Spain,Don't know,Female,30
106066,Spain,Refused,Greece,France,Spain,Portugal,Germany,Male,38
106067,Spain,Sweden,Spain,Spain,Sweden,Sweden,Spain,Male,51
106068,Spain,None,Don't know,Great Britain/United Kingdom,Italy,Don't know,Don't know,Female,75
106069,Spain,Don't know,Don't know,Don't know,Spain,Don't know,Don't know,Male,67
106070,Spain,Germany,Spain,France,Spain,Spain,Don't know,Male,67
106071,Spain,Germany,Spain,France,Spain,Spain,Germany,Male,38
106072,Spain,Germany,Greece,France,Netherlands,Spain,Germany,Male,36
106073,Spain,Finland,Italy,Germany,Greece,Netherlands,France,Male,52
106074,Spain,Denmark,Greece,Germany,Spain,Spain,Great Britain/United Kingdom,Male,69
106075,Spain,France,Germany,Netherlands,Italy,Spain,Germany,Male,45
106076,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,56
106077,Spain,Germany,Spain,Great Britain/United Kingdom,Don't know,Spain,Bulgaria,Male,53
106078,Spain,Great Britain/United Kingdom,Greece,France,Portugal,None,Germany,Male,43
106079,Spain,Ireland,Italy,Spain,Don't know,Netherlands,Don't know,Male,68
106080,Spain,Germany,Greece,Italy,Ireland,Belgium,France,Male,48
106081,Spain,Portugal,Greece,Germany,Portugal,Spain,Germany,Male,52
106082,Spain,France,Don't know,Germany,Spain,France,Spain,Female,54
106083,Spain,Finland,Romania,Germany,Italy,France,Germany,Male,64
106084,Spain,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Female,60
106085,Spain,Germany,Greece,Great Britain/United Kingdom,Spain,Spain,Netherlands,Female,54
106086,Spain,Germany,Greece,Great Britain/United Kingdom,Spain,Spain,Don't know,Male,64
106087,Spain,Germany,Greece,France,None,Sweden,Italy,Male,46
106088,Spain,Don't know,Italy,France,Don't know,Don't know,Germany,Female,47
106089,Spain,Netherlands,Greece,France,Denmark,Don't know,Great Britain/United Kingdom,Male,61
106090,Spain,Refused,Netherlands,Spain,Portugal,Spain,Romania,Male,93
106091,Spain,Don't know,Greece,Germany,Portugal,Portugal,Germany,Female,49
106092,Spain,Portugal,Italy,France,Poland,Great Britain/United Kingdom,Germany,Female,27
106093,Spain,Don't know,Germany,Great Britain/United Kingdom,Italy,Spain,France,Female,74
106094,Spain,Sweden,Spain,Spain,Sweden,Don't know,Don't know,Female,60
106095,Spain,France,Refused,France,Don't know,France,Refused,Female,70
106096,Spain,None,Spain,Spain,Don't know,Spain,Germany,Female,43
106097,Spain,None,Italy,Germany,Sweden,Spain,Germany,Male,45
106098,Spain,Don't know,Don't know,Germany,Refused,Don't know,None,Female,79
106099,Spain,Netherlands,Italy,France,None,None,None,Male,56
106100,Spain,Great Britain/United Kingdom,Germany,France,Greece,Spain,Germany,Male,26
106101,Spain,Great Britain/United Kingdom,Greece,France,None,Finland,Italy,Male,36
106102,Spain,Germany,Spain,Great Britain/United Kingdom,Germany,Spain,Finland,Female,52
106103,Spain,Sweden,Greece,France,Refused,Don't know,Don't know,Male,52
106104,Spain,Great Britain/United Kingdom,Greece,France,Don't know,Spain,Germany,Male,53
106105,Spain,Germany,Italy,Don't know,Don't know,Don't know,Don't know,Female,44
106106,Spain,Germany,Greece,France,Denmark,Spain,Germany,Female,48
106107,Spain,Germany,Italy,Spain,Portugal,France,Poland,Male,48
106108,Spain,Cyprus,Finland,Germany,Cyprus,Greece,Germany,Male,41
106109,Spain,Germany,Romania,Germany,Italy,Spain,Great Britain/United Kingdom,Male,49
106110,Spain,None,Great Britain/United Kingdom,Germany,Spain,None,Germany,Male,54
106111,Spain,Spain,Italy,Germany,Spain,Spain,Netherlands,Male,59
106112,Spain,Spain,Italy,Great Britain/United Kingdom,Spain,None,Germany,Female,38
106113,Spain,None,Don't know,Germany,Portugal,Spain,Germany,Female,41
106114,Spain,Germany,France,France,Germany,Spain,France,Female,44
106115,Spain,Germany,Spain,France,Don't know,Don't know,Don't know,Female,35
106116,Spain,Germany,Italy,France,Spain,None,Germany,Male,81
106117,Spain,None,None,Germany,Spain,Spain,Germany,Female,48
106118,Spain,Netherlands,Italy,Finland,France,Don't know,Don't know,Male,55
106119,Spain,Finland,Germany,Netherlands,Cyprus,Spain,Germany,Female,54
106120,Spain,Germany,Italy,France,Spain,Germany,Great Britain/United Kingdom,Female,54
106121,Spain,Germany,Spain,Spain,Ireland,France,Spain,Female,60
106122,Spain,None,Germany,Italy,Portugal,Spain,Germany,Female,56
106123,Spain,Germany,Don't know,Great Britain/United Kingdom,Spain,Spain,Germany,Female,64
106124,Spain,Sweden,Greece,France,Don't know,Don't know,Great Britain/United Kingdom,Male,41
106125,Spain,Don't know,Don't know,Germany,Don't know,Spain,Don't know,Female,59
106126,Spain,Germany,Greece,Italy,Spain,Spain,Germany,Male,33
106127,Spain,Don't know,Don't know,Don't know,Spain,Spain,Don't know,Female,47
106128,Spain,Germany,Spain,France,Don't know,Spain,Don't know,Male,58
106129,Spain,Refused,Italy,Germany,Luxembourg,Belgium,Germany,Male,53
106130,Spain,Portugal,Czech Republic,Italy,Greece,Spain,Germany,Male,26
106131,Spain,Denmark,Spain,Great Britain/United Kingdom,Portugal,Spain,Great Britain/United Kingdom,Male,60
106132,Spain,None,None,None,None,None,None,Male,21
106133,Spain,Finland,Germany,Germany,Spain,France,Germany,Female,36
106134,Spain,Spain,Don't know,France,Spain,Don't know,Don't know,Female,35
106135,Spain,None,Germany,Germany,Don't know,Don't know,Germany,Female,42
106136,Spain,Sweden,Germany,Great Britain/United Kingdom,Italy,Don't know,Don't know,Male,61
106137,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,35
106138,Spain,France,Germany,Germany,Don't know,None,Don't know,Female,60
106139,Spain,Sweden,Greece,Germany,Portugal,Spain,Germany,Male,70
106140,Spain,Don't know,Don't know,Don't know,Spain,Spain,Don't know,Female,57
106141,Spain,Germany,Italy,Germany,Portugal,Spain,Refused,Female,72
106142,Spain,Don't know,France,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Don't know,Female,72
106143,Spain,Germany,Italy,Germany,Portugal,Netherlands,Germany,Male,63
106144,Spain,Germany,Italy,France,Greece,Great Britain/United Kingdom,Germany,Female,21
106145,Spain,France,Italy,Great Britain/United Kingdom,Don't know,Spain,Don't know,Female,74
106146,Spain,Sweden,Greece,Germany,Netherlands,Netherlands,Germany,Female,65
106147,Spain,Sweden,Germany,Germany,Greece,Italy,Germany,Male,20
106148,Spain,Don't know,Germany,Germany,Spain,Italy,Germany,Female,65
106149,Spain,Don't know,Don't know,Don't know,Don't know,Germany,Spain,Female,26
106150,Spain,Denmark,Greece,Great Britain/United Kingdom,Sweden,Spain,France,Male,41
106151,Spain,Finland,Greece,France,Portugal,Don't know,Don't know,Male,51
106152,Spain,Finland,Spain,France,Sweden,Don't know,Germany,Female,20
106153,Spain,France,Germany,France,Portugal,Italy,France,Male,75
106154,Spain,Germany,Greece,Great Britain/United Kingdom,Germany,Portugal,France,Male,27
106155,Spain,Great Britain/United Kingdom,Italy,Germany,Spain,Don't know,Germany,Female,34
106156,Spain,Germany,Spain,France,Germany,Spain,Germany,Male,53
106157,Spain,Netherlands,Greece,Germany,Portugal,Spain,Sweden,Male,53
106158,Spain,Netherlands,Greece,Germany,Spain,Spain,Don't know,Female,70
106159,Spain,Refused,Refused,France,Italy,Don't know,Don't know,Male,31
106160,Spain,Austria,Greece,Don't know,Austria,Spain,Germany,Male,57
106161,Spain,Sweden,Portugal,France,Netherlands,Spain,Don't know,Male,66
106162,Spain,Sweden,Italy,Great Britain/United Kingdom,Belgium,Spain,Great Britain/United Kingdom,Male,28
106163,Spain,Germany,Greece,Don't know,Don't know,Don't know,Don't know,Male,61
106164,Spain,Spain,Italy,Germany,Portugal,Spain,Germany,Male,28
106165,Spain,Germany,Spain,Don't know,Don't know,Spain,Spain,Female,37
106166,Spain,Italy,France,Great Britain/United Kingdom,Spain,Denmark,Don't know,Female,18
106167,Spain,Don't know,Spain,Don't know,Spain,Spain,Great Britain/United Kingdom,Female,73
106168,Spain,Germany,Romania,France,Spain,Great Britain/United Kingdom,Greece,Male,27
106169,Spain,France,Spain,Don't know,Belgium,Don't know,Don't know,Male,33
106170,Spain,France,None,Don't know,Don't know,France,Greece,Male,76
106171,Spain,Sweden,Greece,France,Netherlands,None,None,Male,48
106172,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,37
106173,Spain,Sweden,Germany,Don't know,Don't know,Spain,Great Britain/United Kingdom,Female,50
106174,Spain,Germany,Italy,Germany,Spain,France,Spain,Female,22
106175,Spain,Sweden,Italy,Great Britain/United Kingdom,Greece,Don't know,Don't know,Male,57
106176,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,52
106177,Spain,France,Germany,Germany,Greece,Slovenia,Germany,Female,55
106178,Spain,Germany,Italy,France,Spain,Spain,Germany,Female,48
106179,Spain,None,Great Britain/United Kingdom,Great Britain/United Kingdom,Portugal,Greece,Germany,Male,29
106180,Spain,France,Italy,Germany,Greece,Spain,Germany,Male,53
106181,Spain,Don't know,Don't know,France,Don't know,Don't know,Don't know,Female,40
106182,Spain,Finland,Germany,Great Britain/United Kingdom,France,Spain,Germany,Male,65
106183,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,21
106184,Spain,Sweden,Greece,Denmark,Cyprus,Slovenia,Germany,Male,61
106185,Spain,Germany,Greece,Great Britain/United Kingdom,Spain,Germany,France,Male,46
106186,Spain,Germany,Refused,Great Britain/United Kingdom,France,Spain,Refused,Male,47
106187,Spain,None,Greece,Germany,Italy,France,Germany,Female,46
106188,Spain,Portugal,Germany,France,Spain,Spain,Germany,Male,31
106189,Spain,Great Britain/United Kingdom,Refused,Don't know,Don't know,Don't know,Refused,Female,56
106190,Spain,Don't know,Don't know,Don't know,Spain,Don't know,Don't know,Female,65
106191,Spain,France,Spain,Germany,Portugal,Denmark,Germany,Female,45
106192,Spain,Spain,Germany,Great Britain/United Kingdom,Italy,Spain,Germany,Female,82
106193,Spain,Germany,None,Great Britain/United Kingdom,None,Spain,None,Male,24
106194,Spain,Sweden,France,Portugal,Spain,Don't know,Don't know,Male,60
106195,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,23
106196,Spain,Don't know,Don't know,Spain,Don't know,Don't know,Don't know,Female,22
106197,Spain,Spain,France,France,Spain,Spain,Germany,Female,60
106198,Spain,Germany,Italy,Great Britain/United Kingdom,Belgium,Austria,France,Female,26
106199,Spain,None,Don't know,None,None,Germany,None,Male,21
106200,Spain,Refused,Italy,Great Britain/United Kingdom,Portugal,Spain,Germany,Female,36
106201,Spain,Great Britain/United Kingdom,Spain,Germany,Netherlands,Don't know,Spain,Male,33
106202,Spain,Don't know,Germany,Germany,Italy,Portugal,Great Britain/United Kingdom,Female,47
106203,Spain,Great Britain/United Kingdom,Germany,Germany,Portugal,Italy,Germany,Male,35
106204,Spain,Sweden,Italy,Germany,Refused,Spain,Great Britain/United Kingdom,Male,46
106205,Spain,Netherlands,Greece,Germany,Portugal,Netherlands,Germany,Male,39
106206,Spain,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,56
106207,Spain,Netherlands,Spain,Germany,Greece,Don't know,Don't know,Male,46
106208,Spain,Great Britain/United Kingdom,Portugal,France,Germany,Spain,France,Male,69
106209,Spain,Germany,Spain,Spain,Germany,Don't know,Don't know,Male,53
106210,Spain,Sweden,Greece,Spain,Sweden,Spain,Great Britain/United Kingdom,Male,35
106211,Spain,Germany,Greece,France,Portugal,Italy,Don't know,Female,29
106212,Spain,None,Spain,Germany,Belgium,Don't know,Don't know,Male,75
106213,Spain,Don't know,Don't know,Refused,Refused,Refused,Refused,Male,45
106214,Spain,None,None,Don't know,None,Spain,Don't know,Female,47
106215,Spain,Germany,Don't know,Spain,Italy,Spain,Don't know,Female,62
106216,Spain,France,Italy,Germany,France,Spain,Germany,Female,50
106217,Spain,Germany,Greece,Don't know,Don't know,Don't know,Don't know,Female,55
106218,Spain,Great Britain/United Kingdom,Greece,Germany,Spain,Spain,Don't know,Female,49
106219,Spain,Sweden,Italy,Great Britain/United Kingdom,Portugal,Refused,Great Britain/United Kingdom,Male,60
106220,Spain,Spain,Italy,Germany,France,Spain,Germany,Female,41
106221,Spain,France,Germany,Don't know,Don't know,Italy,Germany,Female,18
106222,Spain,None,Don't know,France,Don't know,Don't know,Don't know,Female,57
106223,Spain,Sweden,Don't know,France,Sweden,Spain,France,Female,43
